base_date,emd_nm,disQuantity,disCount
2018-11,대정읍,47445750.0,12807.0
2018-11,대천동,18388900.0,7030.0
2018-11,도두동,13141200.0,5312.0
2018-11,동홍동,107031050.0,46736.0
2018-11,봉개동,13259700.0,5315.0
2018-11,삼도1동,64379300.0,30677.0
2018-11,삼도2동,38665950.0,19745.0
2018-11,삼양동,64729050.0,30514.0
2018-11,서홍동,44654200.0,16867.0
2018-11,성산읍,13387450.0,2879.0
2018-11,송산동,30597450.0,9533.0
2018-11,아라동,109981250.0,53854.0
2018-11,안덕면,12317450.0,3947.0
2018-11,애월읍,6400500.0,3465.0
2018-11,연동,211619350.0,103422.0
2018-11,영천동,23600700.0,6274.0
2018-11,예래동,9120950.0,2662.0
2018-11,오라동,54173900.0,24712.0
2018-11,외도동,99686050.0,47777.0
2018-11,용담1동,35274050.0,15264.0
2018-11,용담2동,57637600.0,28606.0
2018-11,이도1동,49356850.0,20588.0
2018-11,이도2동,199835600.0,93575.0
2018-11,이호동,18169050.0,7965.0
2018-11,일도1동,26084800.0,8501.0
2018-11,일도2동,152445700.0,73413.0
2018-11,정방동,22335400.0,6419.0
2018-11,조천읍,62036285.23101067,27001.924042686755
2018-11,중문동,34658200.0,12801.0
2018-11,중앙동,43884250.0,10689.0
2018-11,천지동,19776500.0,5949.0
2018-11,표선면,14475350.0,3763.0
2018-11,한경면,62036285.23101067,27001.924042686755
2018-11,한림읍,62036285.23101067,27001.924042686755
2018-11,화북동,105954450.0,56249.0
2018-11,효돈동,15240200.0,4132.0
2018-12,건입동,38480650.0,15819.0
2018-12,구좌읍,62036285.23101067,27001.924042686755
2018-12,남원읍,48961900.0,11501.0
2018-12,노형동,261611300.0,116519.0
2018-12,대륜동,47876450.0,17922.0
2018-12,대정읍,49609850.0,11546.0
2018-12,대천동,20128500.0,7141.0
2018-12,도두동,13586400.0,5148.0
2018-12,동홍동,114768400.0,46242.0
2018-12,봉개동,14460850.0,5192.0
2018-12,삼도1동,70226250.0,29803.0
