,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
238,2018,04,29,1,W6Y,제주특별자치도,서귀포시,20384700,3.36,6952,3.61
239,2018,04,30,2,W6Y,제주특별자치도,서귀포시,17834800,2.94,5774,3.0
240,2018,05,01,3,W6X,제주특별자치도,제주시,59215850,3.46,28183,3.37
241,2018,05,02,4,W6X,제주특별자치도,제주시,50293750,2.94,23960,2.87
242,2018,05,03,5,W6X,제주특별자치도,제주시,51546100,3.01,25056,3.0
243,2018,05,04,6,W6X,제주특별자치도,제주시,50763800,2.96,24727,2.96
244,2018,05,05,7,W6X,제주특별자치도,제주시,51174150,2.99,24521,2.94
245,2018,05,06,1,W6X,제주특별자치도,제주시,49097000,2.87,22627,2.71
246,2018,05,07,2,W6X,제주특별자치도,제주시,58823800,3.43,27156,3.25
247,2018,05,08,3,W6X,제주특별자치도,제주시,53916750,3.15,25182,3.02
248,2018,05,09,4,W6X,제주특별자치도,제주시,55136550,3.22,26169,3.13
249,2018,05,10,5,W6X,제주특별자치도,제주시,54139650,3.16,26128,3.13
250,2018,05,11,6,W6X,제주특별자치도,제주시,51561350,3.01,25205,3.02
251,2018,05,12,7,W6X,제주특별자치도,제주시,50736800,2.96,24384,2.92
252,2018,05,13,1,W6X,제주특별자치도,제주시,62843550,3.67,30161,3.61
253,2018,05,14,2,W6X,제주특별자치도,제주시,58923900,3.44,28584,3.42
254,2018,05,15,3,W6X,제주특별자치도,제주시,56616800,3.31,27901,3.34
255,2018,05,16,4,W6X,제주특별자치도,제주시,56636550,3.31,28164,3.37
256,2018,05,17,5,W6X,제주특별자치도,제주시,57423400,3.35,28915,3.46
257,2018,05,18,6,W6X,제주특별자치도,제주시,54636000,3.19,27423,3.28
258,2018,05,19,7,W6X,제주특별자치도,제주시,48088600,2.81,23411,2.8
259,2018,05,20,1,W6X,제주특별자치도,제주시,56375100,3.29,26883,3.22
260,2018,05,21,2,W6X,제주특별자치도,제주시,56757350,3.31,27289,3.27
261,2018,05,22,3,W6X,제주특별자치도,제주시,60301300,3.52,29123,3.49
262,2018,05,23,4,W6X,제주특별자치도,제주시,57639250,3.37,28373,3.4
263,2018,05,24,5,W6X,제주특별자치도,제주시,57388500,3.35,28861,3.46
264,2018,05,25,6,W6X,제주특별자치도,제주시,51272250,2.99,25997,3.11
265,2018,05,26,7,W6X,제주특별자치도,제주시,52053650,3.04,25627,3.07
266,2018,05,27,1,W6X,제주특별자치도,제주시,62148850,3.63,30744,3.68
267,2018,05,28,2,W6X,제주특별자치도,제주시,58201400,3.4,28770,3.45
268,2018,05,29,3,W6X,제주특별자치도,제주시,58356450,3.41,29333,3.51
269,2018,05,30,4,W6X,제주특별자치도,제주시,55468550,3.24,28149,3.37
270,2018,05,31,5,W6X,제주특별자치도,제주시,55042800,3.21,28071,3.36
271,2018,05,01,3,W6Y,제주특별자치도,서귀포시,19155100,3.13,6306,3.01
272,2018,05,02,4,W6Y,제주특별자치도,서귀포시,20549950,3.35,6832,3.26
273,2018,05,03,5,W6Y,제주특별자치도,서귀포시,19411700,3.17,6513,3.11
274,2018,05,04,6,W6Y,제주특별자치도,서귀포시,19714800,3.22,6417,3.07
275,2018,05,05,7,W6Y,제주특별자치도,서귀포시,21174450,3.46,6816,3.26
276,2018,05,06,1,W6Y,제주특별자치도,서귀포시,14125900,2.31,4439,2.12
277,2018,05,07,2,W6Y,제주특별자치도,서귀포시,23879400,3.9,7727,3.69
278,2018,05,08,3,W6Y,제주특별자치도,서귀포시,19655500,3.21,6449,3.08
279,2018,05,09,4,W6Y,제주특별자치도,서귀포시,19875200,3.24,6804,3.25
280,2018,05,10,5,W6Y,제주특별자치도,서귀포시,20203250,3.3,6717,3.21
281,2018,05,11,6,W6Y,제주특별자치도,서귀포시,19869550,3.24,6775,3.24
282,2018,05,12,7,W6Y,제주특별자치도,서귀포시,17283400,2.82,5635,2.69
283,2018,05,13,1,W6Y,제주특별자치도,서귀포시,21627200,3.53,7637,3.65
284,2018,05,14,2,W6Y,제주특별자치도,서귀포시,21329450,3.48,7288,3.48
285,2018,05,15,3,W6Y,제주특별자치도,서귀포시,19316350,3.15,6803,3.25
286,2018,05,16,4,W6Y,제주특별자치도,서귀포시,18215100,2.97,6379,3.05
287,2018,05,17,5,W6Y,제주특별자치도,서귀포시,16841600,2.75,5856,2.8
288,2018,05,18,6,W6Y,제주특별자치도,서귀포시,21772650,3.55,7571,3.62
289,2018,05,19,7,W6Y,제주특별자치도,서귀포시,18450750,3.01,6106,2.92
290,2018,05,20,1,W6Y,제주특별자치도,서귀포시,18078650,2.95,6276,3.0
291,2018,05,21,2,W6Y,제주특별자치도,서귀포시,21841000,3.56,7406,3.54
292,2018,05,22,3,W6Y,제주특별자치도,서귀포시,20526300,3.35,7166,3.42
293,2018,05,23,4,W6Y,제주특별자치도,서귀포시,20403300,3.33,7223,3.45
294,2018,05,24,5,W6Y,제주특별자치도,서귀포시,20965400,3.42,7359,3.52
295,2018,05,25,6,W6Y,제주특별자치도,서귀포시,18607050,3.04,6394,3.05
296,2018,05,26,7,W6Y,제주특별자치도,서귀포시,19879000,3.24,6786,3.24
297,2018,05,27,1,W6Y,제주특별자치도,서귀포시,19095200,3.12,6790,3.24
298,2018,05,28,2,W6Y,제주특별자치도,서귀포시,18745900,3.06,6484,3.1
299,2018,05,29,3,W6Y,제주특별자치도,서귀포시,21453450,3.5,7823,3.74
300,2018,05,30,4,W6Y,제주특별자치도,서귀포시,20421450,3.33,7347,3.51
301,2018,05,31,5,W6Y,제주특별자치도,서귀포시,20263250,3.31,7233,3.45
302,2018,06,01,6,W6X,제주특별자치도,제주시,53953750,2.96,27708,3.07
303,2018,06,02,7,W6X,제주특별자치도,제주시,56780300,3.12,28132,3.12
304,2018,06,03,1,W6X,제주특별자치도,제주시,67431050,3.7,33147,3.67
305,2018,06,04,2,W6X,제주특별자치도,제주시,61563700,3.38,30505,3.38
306,2018,06,05,3,W6X,제주특별자치도,제주시,50080700,2.75,24809,2.75
307,2018,06,06,4,W6X,제주특별자치도,제주시,64535800,3.55,32426,3.59
308,2018,06,07,5,W6X,제주특별자치도,제주시,62167700,3.42,31346,3.47
309,2018,06,08,6,W6X,제주특별자치도,제주시,55057800,3.02,28060,3.11
310,2018,06,09,7,W6X,제주특별자치도,제주시,55704800,3.06,27693,3.07
311,2018,06,10,1,W6X,제주특별자치도,제주시,60187550,3.31,29223,3.24
